msisdn,peer_msisdn,imei,tower_id,ts_start,duration_sec,call_type
666660954,666661546,35895449376619,TW-CH-007,2026-01-07 14:44:00,35,CALL
666660909,666661245,35884330257710,TW-CH-001,2026-01-05 19:44:00,21,CALL
666660251,666661177,35833782510679,TW-CH-003,2026-01-08 17:58:00,21,CALL
666660124,666661529,35868179075570,TW-CH-002,2026-01-04 17:04:00,238,CALL
666660367,666661263,35888683392751,TW-CH-002,2026-01-10 14:14:00,215,CALL
666660542,666661108,35833250811228,TW-CH-006,2026-01-11 16:10:00,258,CALL
666660122,666661504,35817169563980,TW-CH-001,2026-01-10 17:47:00,19,CALL
666660185,666661946,35842960181132,TW-CH-003,2026-01-10 13:24:00,177,CALL
666660818,666661665,35879937135326,TW-CH-001,2026-01-07 17:19:00,68,CALL
666660558,666661896,35875816333509,TW-CH-003,2026-01-09 10:34:00,103,CALL
666660290,666661474,35895652055649,TW-CH-004,2026-01-03 08:11:00,111,CALL
666660939,666661519,35889371873821,TW-CH-007,2026-01-03 18:35:00,48,CALL
666660907,666661253,35873638898221,TW-CH-008,2026-01-07 08:43:00,209,CALL
666660157,666661731,35861362746478,TW-CH-004,2026-01-08 09:58:00,272,CALL
666660997,666661112,35874528450590,TW-CH-002,2026-01-04 12:10:00,64,CALL
666660674,666661484,35845535628266,TW-CH-004,2026-01-05 09:55:00,32,CALL
666660162,666661613,35870297364967,TW-CH-007,2026-01-10 08:13:00,178,CALL
666660653,666661470,35818059989662,TW-CH-001,2026-01-01 09:43:00,113,CALL
666660409,666661710,35840246277898,TW-CH-006,2026-01-02 17:22:00,71,CALL
666660882,666661693,35850208809892,TW-CH-004,2026-01-10 09:13:00,37,CALL
666660321,666661155,35852211299532,TW-CH-002,2026-01-04 09:39:00,259,CALL
666660229,666661944,35841653977035,TW-CH-004,2026-01-04 08:16:00,156,CALL
666660424,666661594,35894237903020,TW-CH-007,2026-01-02 12:47:00,116,CALL
666660568,666661619,35838420449389,TW-CH-008,2026-01-04 09:45:00,295,CALL
666660710,666661551,35878057078717,TW-CH-003,2026-01-05 18:33:00,142,CALL
666660518,666661840,35838147556615,TW-CH-003,2026-01-06 17:46:00,31,CALL
666660782,666661848,35876076480162,TW-CH-005,2026-01-09 15:23:00,131,CALL
666660676,666661463,35886278185245,TW-CH-006,2026-01-03 10:25:00,175,CALL
666660903,666661363,35870082766381,TW-CH-006,2026-01-01 19:24:00,298,CALL
666660453,666661687,35853103959267,TW-CH-008,2026-01-04 12:31:00,280,CALL
666660880,666661530,35816193174414,TW-CH-008,2026-01-11 09:36:00,48,CALL
666660916,666661420,35855628151450,TW-CH-008,2026-01-09 08:11:00,64,CALL
666660442,666661124,35878110301881,TW-CH-001,2026-01-03 13:41:00,32,CALL
666660156,666661628,35853487269254,TW-CH-001,2026-01-01 09:09:00,52,CALL
666660586,666661219,35895660672616,TW-CH-001,2026-01-09 10:35:00,195,CALL
666660154,666661411,35858556678475,TW-CH-007,2026-01-10 13:25:00,12,CALL
666660886,666661876,35896967196769,TW-CH-004,2026-01-10 18:08:00,46,CALL
666660778,666661262,35899746114507,TW-CH-001,2026-01-09 19:09:00,211,CALL
666660577,666661357,35854876602947,TW-CH-007,2026-01-09 09:45:00,258,CALL
666660972,666661325,35878651619685,TW-CH-003,2026-01-08 15:39:00,285,CALL
666660113,666661285,35855389034944,TW-CH-006,2026-01-02 08:15:00,96,CALL
666660623,666661154,35831398641294,TW-CH-006,2026-01-03 18:05:00,208,CALL
666660273,666661687,35824169553129,TW-CH-002,2026-01-05 12:57:00,99,CALL
666660954,666661901,35875728908189,TW-CH-006,2026-01-06 11:02:00,31,CALL
666660683,666661778,35822745572446,TW-CH-008,2026-01-07 09:34:00,242,CALL
666660967,666661181,35843078053480,TW-CH-001,2026-01-03 15:23:00,67,CALL
666660979,666661106,35846856772352,TW-CH-004,2026-01-08 10:18:00,105,CALL
666660169,666661866,35864772442271,TW-CH-002,2026-01-03 09:27:00,299,CALL
666660193,666661309,35829893961723,TW-CH-004,2026-01-05 16:38:00,289,CALL
666660444,666661418,35886181171065,TW-CH-008,2026-01-08 10:12:00,278,CALL
666660179,666661475,35891815555085,TW-CH-007,2026-01-10 10:29:00,110,CALL
666660772,666661665,35881227475300,TW-CH-008,2026-01-02 15:21:00,229,CALL
666660490,666661161,35811144115384,TW-CH-003,2026-01-07 12:20:00,156,CALL
666660884,666661101,35865910181763,TW-CH-004,2026-01-01 09:15:00,136,CALL
666660296,666661226,35872438956918,TW-CH-004,2026-01-05 17:14:00,143,CALL
666660793,666661993,35852170142430,TW-CH-008,2026-01-03 16:34:00,76,CALL
666660854,666661731,35835044142373,TW-CH-006,2026-01-10 09:14:00,120,CALL
666660256,666661918,35869921343262,TW-CH-001,2026-01-08 20:36:00,58,CALL
666660656,666661806,35889256183971,TW-CH-006,2026-01-03 11:00:00,181,CALL
666660454,666661372,35840664168262,TW-CH-002,2026-01-04 09:47:00,74,CALL
666660566,666661574,35867298525431,TW-CH-007,2026-01-10 16:31:00,124,CALL
666660897,666661974,35858440542497,TW-CH-002,2026-01-02 15:56:00,171,CALL
666660708,666661471,35830808571522,TW-CH-007,2026-01-05 19:20:00,269,CALL
666660505,666661899,35835422200023,TW-CH-007,2026-01-02 08:03:00,214,CALL
666660216,666661998,35819985701772,TW-CH-007,2026-01-06 12:17:00,277,CALL
666660707,666661224,35864902613057,TW-CH-004,2026-01-08 14:12:00,120,CALL
666660451,666661691,35838426186554,TW-CH-001,2026-01-02 11:36:00,247,CALL
666660742,666661438,35830032492602,TW-CH-004,2026-01-07 15:04:00,138,CALL
666660144,666661572,35816514302756,TW-CH-008,2026-01-06 20:14:00,246,CALL
666660837,666661969,35865691288498,TW-CH-003,2026-01-11 16:18:00,154,CALL
666660308,666661954,35850368791269,TW-CH-002,2026-01-08 19:32:00,252,CALL
666660432,666661269,35838824952843,TW-CH-005,2026-01-06 13:33:00,166,CALL
666660432,666661211,35870119663638,TW-CH-005,2026-01-05 08:23:00,28,CALL
666660979,666661989,35848005158124,TW-CH-008,2026-01-11 14:19:00,184,CALL
666660981,666661975,35814290946429,TW-CH-004,2026-01-04 14:40:00,109,CALL
666660691,666661201,35899163795259,TW-CH-001,2026-01-03 09:47:00,77,CALL
666660225,666661195,35876660518313,TW-CH-002,2026-01-07 11:24:00,106,CALL
666660652,666661914,35871097914694,TW-CH-001,2026-01-03 10:44:00,235,CALL
666660810,666661587,35886324653587,TW-CH-008,2026-01-06 08:37:00,209,CALL
666660317,666661674,35864035150319,TW-CH-008,2026-01-04 16:31:00,129,CALL
666660268,666661254,35825543655019,TW-CH-008,2026-01-07 12:23:00,168,CALL
666660906,666661686,35827150646727,TW-CH-008,2026-01-03 12:51:00,44,CALL
666660991,666661449,35814301376540,TW-CH-001,2026-01-11 16:32:00,145,CALL
666660865,666661240,35892641876638,TW-CH-006,2026-01-10 16:09:00,85,CALL
666660705,666661696,35888660222054,TW-CH-003,2026-01-05 11:52:00,83,CALL
666660553,666661598,35898365051729,TW-CH-006,2026-01-08 08:11:00,15,CALL
666660112,666661437,35896577442410,TW-CH-002,2026-01-08 17:20:00,133,CALL
666660497,666661182,35892457611885,TW-CH-004,2026-01-03 20:58:00,165,CALL
666660202,666661790,35844281189962,TW-CH-001,2026-01-02 15:52:00,156,CALL
666660529,666661565,35830339492684,TW-CH-003,2026-01-10 17:36:00,72,CALL
666660188,666661776,35893659146692,TW-CH-001,2026-01-01 19:37:00,190,CALL
666660412,666661692,35855028609372,TW-CH-001,2026-01-10 08:38:00,256,CALL
666660106,666661714,35848477764710,TW-CH-004,2026-01-07 17:35:00,73,CALL
666660944,666661528,35823994991021,TW-CH-006,2026-01-01 20:20:00,189,CALL
666660527,666661603,35834846583381,TW-CH-005,2026-01-06 09:16:00,190,CALL
666660561,666661469,35834016184422,TW-CH-005,2026-01-02 13:14:00,14,CALL
666660366,666661888,35828675849565,TW-CH-008,2026-01-06 17:19:00,90,CALL
666660978,666661554,35890306704276,TW-CH-002,2026-01-01 12:48:00,92,CALL
666660327,666661823,35852685018782,TW-CH-005,2026-01-04 14:39:00,235,CALL
666660112,666661310,35822482131377,TW-CH-005,2026-01-01 16:12:00,136,CALL
666660250,666661197,35828366537079,TW-CH-004,2026-01-08 08:05:00,191,CALL
666660671,666661653,35821864979251,TW-CH-008,2026-01-08 10:20:00,70,CALL
666660979,666661704,35895918352575,TW-CH-008,2026-01-01 19:19:00,261,CALL
666660522,666661538,35831231983557,TW-CH-004,2026-01-09 18:34:00,154,CALL
666660765,666661161,35871364557537,TW-CH-002,2026-01-01 08:21:00,295,CALL
666660265,666661671,35818213296840,TW-CH-002,2026-01-06 08:30:00,76,CALL
666660300,666661169,35810881794033,TW-CH-006,2026-01-02 09:27:00,161,CALL
666660273,666661559,35880436140757,TW-CH-004,2026-01-01 18:23:00,160,CALL
666660130,666661334,35854616903033,TW-CH-006,2026-01-05 20:44:00,241,CALL
666660830,666661611,35885162062119,TW-CH-004,2026-01-08 19:29:00,164,CALL
666660261,666661591,35853692210682,TW-CH-005,2026-01-04 08:23:00,227,CALL
666660218,666661277,35827127020346,TW-CH-008,2026-01-07 19:02:00,279,CALL
666660799,666661995,35868072065321,TW-CH-005,2026-01-06 15:50:00,226,CALL
666660370,666661529,35861927653835,TW-CH-004,2026-01-07 13:43:00,218,CALL
666660670,666661103,35866875482198,TW-CH-003,2026-01-10 10:55:00,189,CALL
666660766,666661625,35892297643015,TW-CH-004,2026-01-11 08:32:00,85,CALL
666660159,666661754,35837834859226,TW-CH-003,2026-01-09 15:35:00,210,CALL
666660483,666661323,35851549753250,TW-CH-002,2026-01-02 14:12:00,299,CALL
666660195,666661963,35813024314834,TW-CH-002,2026-01-07 16:02:00,188,CALL
666660742,666661656,35810899083274,TW-CH-008,2026-01-07 12:52:00,262,CALL
666660361,666661598,35823629926220,TW-CH-008,2026-01-05 20:18:00,167,CALL
666660530,666661359,35876568101647,TW-CH-001,2026-01-01 14:41:00,243,CALL
666660786,666661717,35862750733869,TW-CH-004,2026-01-07 13:51:00,134,CALL
666660100,666661882,35824452994150,TW-CH-006,2026-01-06 13:31:00,270,CALL
666660751,666661571,35875105230910,TW-CH-004,2026-01-08 12:02:00,98,CALL
666660626,666661780,35897839126953,TW-CH-002,2026-01-11 13:31:00,112,CALL
666660742,666661761,35822325142618,TW-CH-001,2026-01-04 08:42:00,160,CALL
666660234,666661440,35810085915561,TW-CH-003,2026-01-11 14:00:00,193,CALL
666660755,666661858,35820761358741,TW-CH-004,2026-01-05 16:04:00,254,CALL
666660517,666661620,35833643996302,TW-CH-007,2026-01-07 12:53:00,35,CALL
666660288,666661470,35887274938213,TW-CH-007,2026-01-02 11:59:00,268,CALL
666660342,666661241,35895623644701,TW-CH-006,2026-01-11 15:26:00,79,CALL
666660265,666661362,35840367727849,TW-CH-004,2026-01-02 08:18:00,82,CALL
666660252,666661142,35872578415812,TW-CH-005,2026-01-06 19:07:00,177,CALL
666660701,666661636,35859587870813,TW-CH-006,2026-01-09 12:28:00,162,CALL
666660407,666661222,35811659755122,TW-CH-007,2026-01-10 16:40:00,152,CALL
666660617,666661311,35845062836625,TW-CH-005,2026-01-11 13:30:00,103,CALL
666660513,666661952,35849985541699,TW-CH-008,2026-01-07 17:22:00,265,CALL
666660907,666661485,35872897608268,TW-CH-003,2026-01-07 14:06:00,232,CALL
666660731,666661842,35887531935169,TW-CH-004,2026-01-11 18:51:00,293,CALL
666660364,666661784,35889629785731,TW-CH-008,2026-01-01 12:21:00,272,CALL
666660513,666661562,35824000589315,TW-CH-004,2026-01-08 19:58:00,33,CALL
666660819,666661515,35827499808485,TW-CH-002,2026-01-04 08:44:00,26,CALL
666660893,666661405,35811052300324,TW-CH-001,2026-01-03 18:14:00,248,CALL
666660677,666661811,35856352310471,TW-CH-002,2026-01-07 20:59:00,31,CALL
666660633,666661101,35835411203863,TW-CH-001,2026-01-05 18:50:00,138,CALL
666660192,666661295,35811246208096,TW-CH-005,2026-01-05 15:11:00,112,CALL
666660352,666661741,35820807544652,TW-CH-007,2026-01-02 17:50:00,62,CALL
666660992,666661730,35835073236376,TW-CH-008,2026-01-08 12:13:00,147,CALL
666660409,666661462,35875850447145,TW-CH-001,2026-01-07 12:34:00,139,CALL
666660608,666661935,35874683660694,TW-CH-006,2026-01-02 08:53:00,62,CALL
666660261,666661374,35851599081090,TW-CH-008,2026-01-06 13:40:00,271,CALL
666660794,666661273,35871373461308,TW-CH-002,2026-01-10 09:30:00,94,CALL
666660648,666661303,35829340787948,TW-CH-002,2026-01-05 08:56:00,296,CALL
666660646,666661743,35858185066429,TW-CH-008,2026-01-03 09:18:00,263,CALL
666660881,666661695,35888649842779,TW-CH-004,2026-01-04 14:58:00,72,CALL
666660883,666661816,35846875091160,TW-CH-003,2026-01-07 12:42:00,69,CALL
666660238,666661623,35850339383011,TW-CH-005,2026-01-04 20:42:00,152,CALL
666660267,666661553,35885789532952,TW-CH-006,2026-01-06 20:01:00,253,CALL
666660214,666661743,35871824522304,TW-CH-004,2026-01-01 18:49:00,68,CALL
666660319,666661108,35832440372813,TW-CH-003,2026-01-05 16:29:00,61,CALL
666660101,666661978,35854987927569,TW-CH-006,2026-01-11 19:02:00,300,CALL
666660701,666661732,35817368190246,TW-CH-002,2026-01-06 09:56:00,23,CALL
666660564,666661873,35828993088474,TW-CH-005,2026-01-07 13:41:00,154,CALL
666660580,666661530,35844291308076,TW-CH-005,2026-01-06 13:12:00,146,CALL
666660560,666661572,35828708357064,TW-CH-004,2026-01-04 20:40:00,26,CALL
666660414,666661661,35839210882277,TW-CH-002,2026-01-07 15:56:00,292,CALL
666660102,666661836,35888781886261,TW-CH-007,2026-01-07 16:30:00,60,CALL
666660241,666661380,35811867246022,TW-CH-003,2026-01-03 16:51:00,73,CALL
666660659,666661636,35892381370687,TW-CH-005,2026-01-09 15:25:00,276,CALL
666660599,666661777,35820880606095,TW-CH-002,2026-01-08 09:38:00,70,CALL
666660743,666661835,35825484949384,TW-CH-008,2026-01-11 12:42:00,274,CALL
666660702,666661584,35828192896650,TW-CH-003,2026-01-02 17:28:00,257,CALL
666660758,666661287,35879256553014,TW-CH-004,2026-01-05 12:39:00,295,CALL
666660313,666661446,35842198928072,TW-CH-006,2026-01-08 18:42:00,228,CALL
666660896,666661394,35842245286247,TW-CH-006,2026-01-10 16:17:00,40,CALL
666660981,666661648,35877635502909,TW-CH-007,2026-01-08 15:45:00,134,CALL
666660609,666661622,35819781756224,TW-CH-002,2026-01-05 08:05:00,65,CALL
666660965,666661944,35820574870028,TW-CH-003,2026-01-01 08:53:00,255,CALL
666660173,666661756,35844536503713,TW-CH-001,2026-01-07 10:14:00,102,CALL
666660256,666661485,35841563488642,TW-CH-004,2026-01-08 14:01:00,114,CALL
666660369,666661988,35878552765975,TW-CH-005,2026-01-02 10:29:00,149,CALL
666660677,666661289,35843538739710,TW-CH-002,2026-01-09 09:15:00,257,CALL
666660458,666661783,35849611272382,TW-CH-001,2026-01-04 13:51:00,98,CALL
666660783,666661372,35898587274994,TW-CH-002,2026-01-09 19:51:00,80,CALL
666660201,666661923,35863917077508,TW-CH-001,2026-01-05 20:40:00,113,CALL
666660197,666661808,35874534115952,TW-CH-008,2026-01-02 14:31:00,277,CALL
666660677,666661544,35880608038003,TW-CH-005,2026-01-01 09:42:00,108,CALL
666660650,666661222,35850749432310,TW-CH-002,2026-01-04 09:45:00,64,CALL
666660352,666661621,35888241046153,TW-CH-006,2026-01-02 12:44:00,31,CALL
666660847,666661791,35878199130793,TW-CH-006,2026-01-07 14:12:00,179,CALL
666660235,666661584,35839583934487,TW-CH-004,2026-01-09 20:47:00,69,CALL
666660859,666661559,35847229038993,TW-CH-001,2026-01-06 10:33:00,239,CALL
666660963,666661409,35827316903991,TW-CH-003,2026-01-02 11:14:00,233,CALL
666660656,666661572,35893766699279,TW-CH-006,2026-01-04 15:15:00,56,CALL
666660501,666661233,35855749403755,TW-CH-005,2026-01-05 08:29:00,108,CALL
666660781,666661101,35864448230033,TW-CH-004,2026-01-10 17:17:00,184,CALL
666660643,666661959,35838629636839,TW-CH-007,2026-01-02 20:26:00,20,CALL
666660743,666661814,35821068627017,TW-CH-006,2026-01-02 13:44:00,74,CALL
666660415,666661688,35823366468854,TW-CH-006,2026-01-08 10:09:00,124,CALL
666660347,666661790,35890771652286,TW-CH-004,2026-01-07 10:59:00,120,CALL
666660316,666661458,35893919853261,TW-CH-007,2026-01-06 14:42:00,188,CALL
666660281,666661976,35855742005003,TW-CH-007,2026-01-11 15:09:00,124,CALL
666660110,666661465,35850139995331,TW-CH-006,2026-01-10 12:12:00,191,CALL
666660891,666661302,35837564494259,TW-CH-002,2026-01-07 11:19:00,32,CALL
666660694,666661797,35864631383120,TW-CH-007,2026-01-11 18:58:00,51,CALL
666660243,666661301,35875954208143,TW-CH-002,2026-01-06 10:09:00,195,CALL
666660649,666661116,35881243770553,TW-CH-004,2026-01-06 12:32:00,247,CALL
666660700,666661900,35811370409562,TW-CH-006,2026-01-11 20:33:00,50,CALL
666660100,666661890,35894869063809,TW-CH-005,2026-01-09 13:52:00,212,CALL
666660268,666661427,35835399115615,TW-CH-004,2026-01-04 13:54:00,54,CALL
666660756,666661422,35835864750985,TW-CH-008,2026-01-11 14:21:00,293,CALL
666660412,666661127,35872280140495,TW-CH-004,2026-01-11 16:07:00,243,CALL
666660807,666661583,35854343021260,TW-CH-002,2026-01-02 14:35:00,165,CALL
666660561,666661588,35886083114333,TW-CH-005,2026-01-04 11:45:00,164,CALL
666660616,666661791,35848581297239,TW-CH-003,2026-01-07 11:37:00,122,CALL
666660599,666661680,35829764083176,TW-CH-008,2026-01-01 17:54:00,247,CALL
666660222,666661279,35897853269665,TW-CH-002,2026-01-08 17:44:00,263,CALL
666660743,666661285,35834108882816,TW-CH-008,2026-01-03 09:25:00,268,CALL
666660124,666661964,35890060843888,TW-CH-008,2026-01-10 13:53:00,191,CALL
666660149,666661433,35887690773104,TW-CH-006,2026-01-07 15:51:00,164,CALL
666660178,666661324,35848130660893,TW-CH-002,2026-01-02 18:24:00,231,CALL
666660611,666661652,35854938114325,TW-CH-005,2026-01-09 10:39:00,24,CALL
666660507,666661743,35843560012068,TW-CH-004,2026-01-07 20:22:00,236,CALL
666660241,666661572,35810158550665,TW-CH-007,2026-01-04 16:19:00,266,CALL
666660679,666661306,35873705110083,TW-CH-006,2026-01-08 18:23:00,213,CALL
666660835,666661396,35825325177313,TW-CH-005,2026-01-07 08:56:00,245,CALL
666660104,666661415,35848792348716,TW-CH-006,2026-01-11 09:42:00,52,CALL
666660216,666661853,35813945122015,TW-CH-004,2026-01-04 08:22:00,24,CALL
666660480,666661386,35887054154081,TW-CH-006,2026-01-05 16:42:00,271,CALL
666660805,666661407,35811574169407,TW-CH-005,2026-01-02 20:47:00,143,CALL
666660249,666661504,35895419310989,TW-CH-002,2026-01-02 08:13:00,15,CALL
666660970,666661722,35879074147681,TW-CH-006,2026-01-09 19:17:00,285,CALL
666660779,666661551,35853451760740,TW-CH-007,2026-01-06 18:07:00,145,CALL
666660816,666661336,35853978462219,TW-CH-007,2026-01-08 18:23:00,179,CALL
666660314,666661803,35830693532745,TW-CH-003,2026-01-03 15:50:00,160,CALL
666660181,666661271,35813990978438,TW-CH-005,2026-01-11 10:26:00,199,CALL
666660753,666661126,35897774092554,TW-CH-007,2026-01-10 16:06:00,280,CALL
666660901,666661969,35842252134844,TW-CH-003,2026-01-11 19:59:00,182,CALL
666660146,666661996,35877569013402,TW-CH-007,2026-01-10 17:11:00,20,CALL
666660390,666661391,35883179160002,TW-CH-003,2026-01-03 15:57:00,24,CALL
666660688,666661323,35888438992768,TW-CH-002,2026-01-02 19:18:00,187,CALL
666660345,666661858,35885617117998,TW-CH-002,2026-01-11 12:18:00,44,CALL
666660140,666661560,35888730240222,TW-CH-007,2026-01-07 10:15:00,284,CALL
666660517,666661550,35814049263071,TW-CH-008,2026-01-06 11:44:00,39,CALL
666660321,666661943,35826861296764,TW-CH-001,2026-01-09 18:14:00,251,CALL
666660113,666661646,35875165670782,TW-CH-006,2026-01-11 13:01:00,193,CALL
666660441,666661333,35872462787861,TW-CH-004,2026-01-10 12:56:00,67,CALL
666660331,666661553,35895712869927,TW-CH-004,2026-01-10 14:45:00,17,CALL
666660681,666661713,35836829981357,TW-CH-006,2026-01-06 14:51:00,44,CALL
666660607,666661252,35821065764975,TW-CH-004,2026-01-06 17:36:00,168,CALL
666660588,666661765,35888138338805,TW-CH-006,2026-01-10 15:26:00,21,CALL
666660615,666661576,35888359450042,TW-CH-005,2026-01-04 08:12:00,43,CALL
666660215,666661189,35838852276376,TW-CH-002,2026-01-07 11:03:00,222,CALL
666660825,666661346,35870876619753,TW-CH-004,2026-01-02 09:42:00,266,CALL
666660936,666661717,35844769602721,TW-CH-003,2026-01-02 15:41:00,278,CALL
666660137,666661937,35897273767600,TW-CH-003,2026-01-11 18:40:00,168,CALL
666660292,666661507,35874210643078,TW-CH-008,2026-01-04 15:57:00,218,CALL
666660208,666661429,35895246890340,TW-CH-005,2026-01-07 16:08:00,271,CALL
666660824,666661739,35821246779668,TW-CH-003,2026-01-04 08:59:00,198,CALL
666660268,666661932,35892856386740,TW-CH-004,2026-01-11 20:27:00,264,CALL
666660994,666661464,35867717194386,TW-CH-002,2026-01-09 19:43:00,69,CALL
666660738,666661581,35851697898271,TW-CH-007,2026-01-02 14:29:00,18,CALL
666660788,666661170,35853640452438,TW-CH-002,2026-01-08 17:21:00,244,CALL
666660836,666661804,35881317680732,TW-CH-001,2026-01-02 13:38:00,64,CALL
666660403,666661573,35835432328833,TW-CH-007,2026-01-11 19:06:00,68,CALL
666660991,666661693,35872166382587,TW-CH-005,2026-01-05 20:34:00,175,CALL
666660219,666661910,35838975810465,TW-CH-008,2026-01-04 16:46:00,18,CALL
666660121,666661561,35817784229566,TW-CH-005,2026-01-09 16:24:00,217,CALL
666660381,666661880,35875654122860,TW-CH-002,2026-01-07 18:03:00,134,CALL
666660896,666661444,35897011946297,TW-CH-005,2026-01-09 11:25:00,115,CALL
666660307,666661924,35891985490848,TW-CH-003,2026-01-11 18:27:00,191,CALL
